,claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight
7022,17620,39,M,1.0,92,36657,1,0,Rent,50055,9/13/2016,Tuesday,Local,3,0.0,50,Broker,1,4946.537029,7.0,Large,23914.22442,other,21409.56642
4016,10162,41,F,1.0,58,37139,1,1,Own,15001,12/6/2016,Tuesday,Local,1,0.0,5,Online,1,5954.441853,5.0,Large,10198.14139,white,47990.32317
11631,29064,69,F,1.0,74,42348,1,1,Rent,80006,12/2/2016,Friday,Local,2,0.0,50,Broker,1,3630.526364,5.0,Large,9023.034774,other,5847.253139
1008,2549,64,F,1.0,68,41575,1,1,Rent,15042,10/18/2016,Tuesday,Parking Lot,2,1.0,82,Broker,0,5071.843625,3.0,Compact,31342.58746,silver,10246.34571
5138,12921,44,M,1.0,70,37841,0,0,Own,80010,3/18/2015,Wednesday,Local,0,0.0,100,Phone,0,3817.509509,2.0,Medium,17766.1611,white,4821.017056000001
6256,15691,40,F,1.0,83,36902,1,0,Rent,15053,10/20/2016,Thursday,Parking Lot,3,0.0,79,Broker,1,8814.997761,7.0,Medium,18712.7341,white,10631.66296
4318,10899,63,M,1.0,60,41423,1,1,Own,80021,10/19/2015,Monday,Local,0,0.0,63,Phone,1,4968.781142,6.0,Large,29742.54692,gray,19369.00161
9686,24285,41,M,1.0,81,37113,1,0,Rent,15001,5/22/2016,Sunday,Parking Lot,2,0.0,13,Phone,1,1930.402931,6.0,Compact,4933.207257,other,43712.743160000005
3356,8480,29,F,1.0,88,33660,1,0,Rent,20158,8/14/2016,Sunday,Parking Lot,0,0.0,61,Online,0,5437.772129999999,3.0,Compact,21655.94129,black,8646.588325
5268,13262,89,M,1.0,17,44901,1,0,Rent,85076,2/10/2015,Tuesday,Highway,2,1.0,71,Phone,1,4532.053111,5.0,Large,7846.895551,red,12173.54243
1622,4056,48,M,1.0,84,38714,1,0,Rent,85077,1/26/2015,Monday,Local,1,0.0,71,Online,1,3012.801466,2.0,Large,20355.89196,black,46057.70945
10662,26666,33,F,1.0,94,34950,1,1,Own,50047,9/4/2016,Sunday,Highway,0,0.0,11,Broker,0,3697.410052,3.0,Compact,17217.627,silver,17289.45899
4688,11823,53,F,1.0,88,39698,1,0,Own,85074,3/31/2016,Thursday,Parking Lot,0,0.0,97,Broker,0,1614.801949,2.0,Medium,23496.74252,gray,11432.85589
1037,2620,27,M,1.0,82,32990,1,0,Rent,80046,7/6/2016,Wednesday,Local,0,0.0,73,Online,1,4457.722107,4.0,Large,20341.28897,gray,24358.11678
2672,6676,33,F,0.0,79,34957,1,0,Own,20119,1/25/2016,Monday,Highway,0,0.0,96,Phone,0,6213.613786999999,5.0,Compact,36005.66129,blue,8991.55676
6653,16676,42,M,1.0,82,37383,1,0,Own,50002,10/15/2016,Saturday,Parking Lot,1,0.0,34,Broker,1,5452.709893,10.0,Medium,11959.26764,silver,10656.29388
3462,8752,56,F,1.0,95,40243,0,1,Own,15020,9/11/2015,Friday,Highway,0,0.0,85,Broker,0,2118.575046,4.0,Medium,53529.180360000006,red,69984.06586
9123,22865,58,M,1.0,77,40604,1,1,Rent,80011,8/27/2016,Saturday,Local,0,1.0,5,Online,1,5697.892747,6.0,Large,35747.654760000005,red,40754.27565
1214,3061,58,F,1.0,75,40613,0,0,Own,50054,9/11/2016,Sunday,Highway,0,0.0,80,Broker,0,795.4348518999999,1.0,Compact,17542.84731,white,39860.37352
7037,17651,40,F,0.0,77,36910,1,1,Own,85027,3/23/2015,Monday,Local,0,0.0,23,Broker,0,4013.346068,2.0,Compact,13611.22655,gray,8845.290957
2755,6882,40,M,1.0,72,36893,1,1,Own,15035,2/15/2016,Monday,Local,0,0.0,50,Broker,1,4250.747461,5.0,Compact,16392.129780000003,black,12489.39387
4218,10622,38,M,1.0,49,36376,0,1,Own,50042,7/1/2015,Wednesday,Local,1,0.0,90,Broker,0,7981.034634999999,7.0,Compact,10764.85963,red,15984.84348
4696,11839,48,F,0.0,60,38713,1,0,Rent,15012,7/21/2016,Thursday,Parking Lot,1,0.0,79,Broker,1,4923.236443,4.0,Large,21822.33595,blue,16652.71425
3063,7691,30,F,1.0,66,34014,0,1,Own,80014,8/23/2015,Sunday,Local,0,0.0,85,Broker,0,5036.004623,5.0,Large,27540.27039,blue,17862.37243
6348,15928,31,M,0.0,47,34332,1,1,Rent,20109,4/6/2016,Wednesday,Highway,1,0.0,9,Broker,0,10950.78863,11.0,Large,40511.6232,blue,37158.39645
3145,7930,46,F,1.0,73,38285,1,1,Own,15020,10/11/2015,Sunday,Parking Lot,0,0.0,99,Phone,0,4142.079593,9.0,Compact,19164.96873,blue,64956.16936
2326,5822,34,M,0.0,53,35264,1,1,Rent,85077,5/25/2016,Wednesday,Local,0,0.0,9,Phone,1,7571.955033,5.0,Medium,42930.762610000005,gray,44538.10567
6579,16502,49,F,0.0,72,38931,0,1,Rent,85067,9/20/2015,Sunday,Local,0,0.0,1,Broker,1,2116.938432,3.0,Compact,5434.482994,white,27066.73642
3719,9396,41,M,1.0,77,37128,1,0,Rent,80021,6/29/2016,Wednesday,Local,0,0.0,59,Phone,1,4701.183309,5.0,Medium,34428.07928,black,17861.48654
8027,20127,28,M,1.0,69,33335,1,1,Rent,15012,9/23/2015,Wednesday,Parking Lot,0,0.0,100,Phone,1,3819.563055,7.0,Compact,19302.74764,other,11166.12345
1094,2758,61,M,1.0,81,41121,1,0,Own,85063,7/7/2015,Tuesday,Local,1,0.0,100,Broker,0,5193.9648130000005,1.0,Large,48228.98086,white,27800.52317
507,1286,44,M,0.0,72,37843,0,1,Own,20138,1/7/2016,Thursday,Local,1,1.0,95,Broker,1,7287.008059000001,4.0,Medium,12665.28941,silver,24961.83431
2285,5713,53,M,0.0,54,39694,1,1,Rent,80027,12/19/2016,Monday,Highway,0,0.0,0,Broker,0,6425.340246,6.0,Medium,8926.572527,gray,50891.20655
7446,18708,45,F,1.0,78,38088,0,0,Own,15057,11/26/2016,Saturday,Parking Lot,0,0.0,77,Broker,0,3031.253348,4.0,Compact,32494.42906,gray,20672.69069
9974,24982,32,F,1.0,86,34652,1,0,Own,20142,3/17/2015,Tuesday,Parking Lot,1,1.0,77,Phone,1,7779.360715000001,8.0,Medium,21325.626180000003,blue,13567.30036
6420,16098,38,M,0.0,81,36353,1,1,Rent,15021,3/9/2016,Wednesday,Highway,0,0.0,56,Online,1,5934.883079,7.0,Medium,18124.20101,black,24428.35827
6611,16580,33,M,0.0,91,34973,0,1,Own,20155,9/10/2015,Thursday,Local,0,0.0,11,Broker,1,3326.29114,2.0,Large,49723.23731,red,41968.38345
1446,3624,40,F,1.0,44,36886,1,0,Own,20152,8/2/2016,Tuesday,Local,0,0.0,23,Phone,0,8546.215603,4.0,Medium,17706.35344,gray,28222.9377
9991,25018,31,F,0.0,43,34346,0,0,Own,15010,12/28/2015,Monday,Parking Lot,3,0.0,99,Phone,1,7992.344920999999,3.0,Large,23860.75025,silver,39267.09234
2972,7470,46,F,0.0,72,38285,0,1,Rent,50006,10/10/2016,Monday,Parking Lot,0,0.0,25,Phone,0,4683.994612,4.0,Medium,51287.03327,black,38027.39289
246,605,29,M,1.0,79,33681,1,0,Rent,85073,12/6/2015,Sunday,Local,1,0.0,99,Online,1,2057.22926,3.0,Medium,13937.84195,red,16138.36024
11285,28194,54,M,0.0,59,39890,1,1,Own,85079,4/22/2016,Friday,Local,0,0.0,94,Broker,0,5038.918433,6.0,Compact,19185.96358,black,27698.063510000004
6389,16032,49,F,1.0,83,38915,1,1,Own,20158,8/19/2016,Friday,Highway,0,0.0,49,Broker,1,1408.055951,8.0,Medium,45504.23682,other,12588.98051
6052,15185,39,F,1.0,60,36637,1,0,Rent,50047,5/8/2016,Sunday,Highway,0,0.0,50,Online,1,5015.474421,5.0,Medium,16731.21249,blue,18295.6158
8504,21317,40,M,1.0,72,36897,0,0,Rent,15055,8/3/2015,Monday,Highway,0,0.0,83,Broker,0,4010.75989,8.0,Compact,48394.17945,white,13735.69859
4582,11545,37,M,0.0,83,36126,1,0,Own,15003,8/18/2015,Tuesday,Parking Lot,0,0.0,50,Phone,1,2211.823383,4.0,Large,19369.06046,red,18956.6918
7415,18638,44,F,1.0,92,37844,1,1,Own,85038,11/22/2015,Sunday,Local,0,0.0,27,Broker,0,8551.382154,4.0,Compact,18981.71557,blue,13300.32556
10399,26038,70,M,1.0,70,42512,1,0,Own,15050,3/22/2015,Sunday,Parking Lot,0,1.0,56,Broker,0,2808.6123780000003,4.0,Large,20153.96618,blue,19434.83836
8142,20422,56,F,1.0,84,40252,0,1,Rent,20142,11/13/2016,Sunday,Local,0,0.0,33,Broker,0,6272.598438,6.0,Compact,9472.953252,white,29544.10299
4925,12359,48,M,0.0,82,38727,1,0,Own,50047,11/26/2016,Saturday,Local,2,0.0,56,Phone,1,4058.524385,5.0,Medium,12102.8432,gray,32413.557160000004
7931,19872,33,F,1.0,65,34971,0,0,Rent,20129,3/27/2016,Sunday,Local,2,0.0,86,Broker,1,3155.007683,3.0,Large,38790.51146,black,31200.6099
5031,12631,43,M,1.0,90,37624,1,0,Own,80040,4/4/2016,Monday,Highway,0,1.0,43,Phone,1,5893.955790999999,5.0,Compact,9658.424445,black,11359.76594
11390,28439,51,F,0.0,78,39332,0,0,Rent,85021,3/30/2016,Wednesday,Local,0,1.0,99,Phone,1,6640.809305,2.0,Compact,23000.941280000003,other,12050.16279
6481,16243,39,M,1.0,55,36648,1,0,Rent,80042,3/8/2016,Tuesday,Local,0,0.0,14,Phone,0,3626.638255,7.0,Medium,18287.65188,silver,20531.83371
7060,17703,36,M,1.0,56,35832,1,0,Own,85053,1/13/2016,Wednesday,Local,0,1.0,95,Broker,0,4040.932844,5.0,Compact,24914.26785,blue,47891.78879
9923,24863,56,M,1.0,93,40257,1,1,Own,50036,10/31/2016,Monday,Parking Lot,0,0.0,9,Broker,0,4326.028335,7.0,Large,16747.47061,black,17271.21269
7387,18572,54,F,1.0,76,39897,1,1,Own,15034,4/30/2015,Thursday,Highway,0,0.0,0,Broker,0,2559.012896,8.0,Compact,11146.76817,silver,46723.73616
8497,21295,54,F,1.0,82,39877,0,0,Rent,80019,5/18/2016,Wednesday,Local,3,0.0,53,Online,1,3592.969721,4.0,Medium,27656.28366,red,14930.40792
6915,17347,22,F,1.0,78,30910,1,0,Own,15009,5/31/2016,Tuesday,Local,0,0.0,70,Online,1,5135.95223,5.0,Large,21908.97733,white,9858.233039
5862,14716,47,M,0.0,91,38510,1,1,Rent,20128,6/25/2015,Thursday,Highway,0,0.0,89,Phone,1,4159.406715,2.0,Medium,35882.61189,blue,27809.25611
169,414,46,F,1.0,78,38276,0,1,Rent,20103,1/9/2015,Friday,Local,0,1.0,74,Broker,1,3378.844046,7.0,Large,51796.56765,white,20253.06789
9001,22560,31,F,1.0,77,34329,1,0,Rent,50047,7/21/2016,Thursday,Local,0,0.0,100,Broker,0,5004.014376,3.0,Medium,18284.57762,black,21481.89584
6363,15970,93,M,1.0,71,45332,1,1,Rent,20136,11/3/2016,Thursday,Local,0,0.0,78,Phone,1,3322.272164,6.0,Medium,26125.34358,silver,4933.992553
11193,27914,35,M,0.0,79,35560,0,1,Own,15005,8/7/2016,Sunday,Local,0,1.0,73,Phone,1,6409.626378,6.0,Compact,10641.41137,other,25624.72567
6434,16132,54,F,1.0,91,39891,1,1,Own,20101,3/18/2015,Wednesday,Parking Lot,0,0.0,14,Online,0,4820.909778,4.0,Compact,16360.77058,silver,15159.49539
6603,16554,35,F,1.0,41,35551,1,0,Rent,80021,9/10/2015,Thursday,Local,0,0.0,8,Broker,0,2813.892966,5.0,Compact,52834.65349,black,10975.10249
7971,19986,70,M,1.0,67,42484,1,1,Own,15025,5/21/2016,Saturday,Parking Lot,0,0.0,98,Broker,0,2004.302074,3.0,Compact,32324.95045,other,23035.90702
10647,26638,40,M,0.0,75,36885,1,0,Own,50010,3/21/2016,Monday,Local,0,0.0,23,Broker,1,16081.41381,5.0,Large,21042.01939,white,26481.84828
2521,6282,56,F,1.0,55,40250,1,1,Own,50047,10/5/2015,Monday,Parking Lot,1,0.0,0,Broker,1,4252.269319,5.0,Medium,35061.46692,blue,17634.142030000003
2818,7058,48,M,0.0,61,38715,0,1,Own,20110,10/24/2016,Monday,Local,0,0.0,100,Phone,0,3448.020242,6.0,Medium,24538.53314,other,29988.26888
10729,26823,33,F,1.0,71,34972,1,0,Own,50047,1/18/2015,Sunday,Parking Lot,0,0.0,5,Broker,0,6267.033995000001,2.0,Compact,26115.03277,gray,7061.19762
11391,28441,33,M,1.0,90,34950,0,0,Rent,20111,3/23/2016,Wednesday,Parking Lot,0,0.0,8,Online,1,4379.291041,6.0,Large,27599.25267,gray,16486.910340000002
5315,13376,46,M,1.0,84,38285,0,0,Own,20156,8/21/2016,Sunday,Parking Lot,0,0.0,1,Phone,0,8156.835356999999,4.0,Medium,20161.47888,blue,21030.15399
4089,10344,23,F,1.0,65,31355,1,0,Rent,15001,2/19/2016,Friday,Highway,3,0.0,49,Online,1,943.3800011,9.0,Medium,8931.055755,blue,11965.44938
6178,15505,79,M,1.0,68,43685,0,1,Rent,20144,9/8/2015,Tuesday,Highway,0,0.0,0,Phone,0,10103.80309,3.0,Compact,25187.30505,red,34987.352230000004
5420,13633,35,F,1.0,76,35548,1,1,Rent,85009,11/4/2016,Friday,Parking Lot,1,0.0,96,Phone,1,4930.760545,4.0,Medium,37722.08983,blue,33734.04257
5176,13035,70,F,1.0,54,42498,0,1,Rent,20128,2/8/2015,Sunday,Parking Lot,0,0.0,94,Phone,0,2717.789381,5.0,Large,6707.318986,black,10079.23809
1435,3593,44,M,1.0,98,37842,1,1,Own,85070,7/5/2016,Tuesday,Local,1,1.0,86,Online,1,1507.336425,4.0,Large,29772.65972,white,22466.41832
10210,25560,29,F,0.0,54,33682,0,1,Rent,50025,2/19/2016,Friday,Highway,1,0.0,100,Online,1,4211.815691,3.0,Medium,16048.09425,white,26056.52535
1325,3315,43,F,1.0,78,37626,1,1,Rent,85077,1/12/2015,Monday,Local,0,0.0,68,Broker,1,5037.672916,6.0,Medium,15682.2641,silver,8464.163772
584,1507,39,F,1.0,72,36629,1,1,Rent,15026,12/20/2016,Tuesday,Local,1,0.0,11,Broker,0,8046.917734999999,5.0,Medium,9760.781294,white,16514.79217
2664,6653,56,M,0.0,73,40253,0,1,Own,85012,6/1/2016,Wednesday,Parking Lot,0,0.0,99,Broker,0,7381.281568,4.0,Compact,38824.97229,silver,31724.081810000003
3060,7676,54,F,1.0,69,39904,1,0,Own,50047,6/17/2016,Friday,Parking Lot,3,0.0,45,Online,1,4065.775299,2.0,Compact,13850.50285,gray,32463.94421
4921,12351,37,F,1.0,88,36121,1,1,Own,15025,9/15/2016,Thursday,Parking Lot,0,0.0,68,Phone,0,2072.549916,7.0,Compact,33092.13205,black,8087.386801000001
8120,20366,31,F,1.0,75,34338,1,1,Rent,85035,8/19/2015,Wednesday,Highway,1,0.0,60,Broker,1,6645.202678000001,5.0,Medium,20429.28964,red,12963.90819
6970,17479,38,F,0.0,90,36382,1,1,Rent,15043,4/9/2016,Saturday,Local,0,1.0,32,Broker,1,3025.699577,3.0,Large,21225.93305,white,22744.66304
3622,9138,46,F,1.0,82,38276,1,1,Own,15022,1/22/2015,Thursday,Parking Lot,0,0.0,50,Phone,0,6720.516561,7.0,Compact,52069.8696,silver,23468.89012
5523,13892,40,F,1.0,70,36870,1,1,Rent,15017,10/23/2016,Sunday,Local,0,0.0,10,Broker,0,1827.142229,2.0,Medium,25084.750180000003,silver,46996.36258
1850,4620,31,F,0.0,88,34335,1,0,Own,15034,12/12/2015,Saturday,Local,0,0.0,99,Broker,0,2713.974339,6.0,Large,21230.23794,gray,24120.90922
2947,7418,42,F,0.0,85,37369,1,1,Own,85008,12/8/2016,Thursday,Parking Lot,0,0.0,94,Broker,0,7923.3827,3.0,Large,14801.27984,red,12445.36507
9732,24389,60,M,1.0,65,40940,0,1,Own,20151,2/26/2015,Thursday,Local,0,1.0,31,Phone,0,5559.497271,4.0,Medium,11193.64107,red,41847.23069
3896,9842,27,F,1.0,82,32961,1,1,Rent,15057,12/28/2016,Wednesday,Local,0,0.0,1,Broker,1,2791.167043,2.0,Medium,17089.12474,silver,7466.074597
385,971,22,F,0.0,86,30896,1,0,Rent,85051,10/26/2015,Monday,Local,1,1.0,43,Phone,1,5503.953904,4.0,Large,26475.48716,blue,9013.200049
4530,11426,38,F,1.0,63,36364,1,1,Own,50002,1/3/2016,Sunday,Local,0,0.0,92,Broker,0,4589.581403,8.0,Large,17112.77851,white,12403.73093
5209,13108,61,F,1.0,89,41121,1,1,Own,20151,6/2/2016,Thursday,Local,1,1.0,58,Broker,1,3340.788958,4.0,Compact,26229.06471,black,7518.206889
6621,16609,46,F,1.0,90,38299,1,0,Own,50005,2/29/2016,Monday,Parking Lot,0,0.0,57,Phone,0,2970.770327,11.0,Large,10874.44639,gray,18820.44179
8756,21934,33,M,1.0,75,34964,0,1,Own,80033,6/9/2015,Tuesday,Parking Lot,0,1.0,29,Broker,0,4675.769417,10.0,Medium,8477.30412,white,23914.37638
2462,6152,43,M,1.0,66,37622,1,1,Own,15035,5/25/2015,Monday,Local,0,0.0,60,Phone,1,7358.243947,4.0,Compact,9626.560133,silver,20000.56718
2716,6790,46,M,1.0,93,38278,0,1,Rent,20115,6/10/2016,Friday,Local,0,0.0,70,Broker,0,4453.580602,7.0,Medium,15917.31855,black,15264.921519999998
545,1385,35,M,1.0,81,35557,1,0,Own,80003,3/2/2015,Monday,Local,1,1.0,12,Broker,1,6869.667187000001,0.0,Medium,9767.964606,black,16910.64246
5730,14414,40,F,1.0,55,36895,1,0,Rent,80002,3/23/2015,Monday,Local,0,0.0,81,Broker,0,2885.977519,8.0,Compact,10447.48806,gray,21920.87838
8802,22033,80,M,1.0,91,43811,1,0,Rent,80104,10/26/2016,Wednesday,Local,0,0.0,47,Broker,1,16634.45766,6.0,Compact,6147.073702000001,gray,24691.19194
6546,16411,43,F,1.0,88,37618,0,0,Own,85037,11/13/2016,Sunday,Parking Lot,0,0.0,83,Phone,0,11754.25448,5.0,Large,13715.61001,white,31402.661310000003
794,2020,28,M,1.0,94,33309,0,1,Rent,15009,2/13/2016,Saturday,Local,1,1.0,7,Online,0,3341.597995,7.0,Large,40179.39453,gray,10759.49639
6652,16675,34,F,0.0,81,35238,1,1,Own,50001,2/23/2015,Monday,Local,1,0.0,98,Phone,0,3057.007412,3.0,Large,26698.90097,other,21663.49207
5779,14535,43,F,1.0,91,37618,1,1,Own,50051,4/28/2015,Tuesday,Local,0,0.0,22,Broker,0,9035.341403,3.0,Compact,36199.00043,white,12136.71809
998,2524,41,F,1.0,81,37128,0,1,Rent,85070,1/12/2015,Monday,Parking Lot,0,0.0,15,Broker,1,2494.5537440000003,3.0,Compact,21432.15388,gray,26334.00963
2300,5758,36,M,1.0,54,35815,1,0,Rent,80046,3/31/2015,Tuesday,Parking Lot,3,0.0,19,Broker,1,2100.799622,6.0,Medium,34934.52264,blue,13754.05025
6386,16024,24,M,1.0,83,31776,1,0,Rent,80038,1/21/2016,Thursday,Parking Lot,0,0.0,98,Online,0,3401.9648810000003,1.0,Medium,16901.55028,blue,23968.228280000003
11250,28090,23,F,1.0,92,31362,0,1,Rent,50054,1/31/2015,Saturday,Local,1,1.0,22,Phone,1,5044.805435,9.0,Medium,33135.45835,silver,25413.81798
3523,8904,53,F,0.0,87,39700,1,0,Rent,85080,2/20/2015,Friday,Parking Lot,0,0.0,93,Phone,1,2964.83266,3.0,Compact,10267.54638,red,23767.8772
5488,13811,38,M,1.0,30,36351,0,0,Rent,85063,9/3/2016,Saturday,Local,0,0.0,17,Broker,0,3845.639324,5.0,Medium,11747.69768,other,15782.50818
7841,19649,25,M,0.0,64,32178,0,1,Rent,15012,5/10/2016,Tuesday,Local,2,0.0,84,Online,0,5721.088385,4.0,Medium,47884.90651,other,21994.16039
11858,29652,28,M,1.0,77,33328,0,0,Own,80016,8/22/2015,Saturday,Local,0,1.0,4,Online,1,6228.899163,3.0,Large,24601.25677,gray,29880.345210000003
2751,6874,45,M,1.0,88,38067,0,1,Own,50007,1/30/2016,Saturday,Local,0,0.0,22,Phone,1,4471.852488,7.0,Large,16372.80557,other,20848.28296
7808,19580,65,M,1.0,71,41751,0,1,Own,15059,7/7/2016,Thursday,Local,0,0.0,25,Broker,1,6507.152699,2.0,Medium,27214.20839,gray,23625.90904
5544,13945,40,F,1.0,73,36874,1,1,Own,50014,1/13/2015,Tuesday,Local,0,0.0,67,Broker,1,3062.833533,6.0,Compact,35205.82125,silver,9756.886446
9944,24923,50,F,0.0,89,39128,1,1,Own,20153,7/10/2016,Sunday,Parking Lot,0,0.0,9,Broker,0,3478.556836,7.0,Compact,16479.63374,silver,47562.13463
3666,9270,51,M,0.0,84,39316,1,0,Own,20120,12/10/2015,Thursday,Parking Lot,0,0.0,50,Broker,0,1653.993839,7.0,Large,7507.570777,black,20733.94325
11074,27644,60,M,1.0,77,40970,0,0,Rent,85033,3/18/2016,Friday,Local,1,0.0,50,Broker,1,3929.21418,5.0,Large,30095.94507,silver,14855.6145
6328,15876,23,F,1.0,81,31353,0,0,Rent,20160,4/8/2016,Friday,Parking Lot,0,0.0,29,Online,0,6713.757581999999,3.0,Compact,38258.93815,white,12842.45498
9212,23132,32,M,1.0,67,34652,1,1,Own,15035,11/6/2015,Friday,Local,0,0.0,100,Phone,1,6380.83633,4.0,Compact,15688.40426,gray,9884.394734
10616,26564,48,M,0.0,81,38713,1,1,Own,15012,11/12/2016,Saturday,Parking Lot,0,0.0,1,Broker,1,6864.754566,4.0,Large,19112.43743,gray,14179.97686
4736,11923,57,M,1.0,93,40437,1,0,Own,15001,7/7/2016,Thursday,Local,0,1.0,60,Broker,0,5093.789432,4.0,Compact,22208.29885,other,14104.01892
9759,24475,55,F,1.0,94,40069,1,0,Rent,80103,4/12/2016,Tuesday,Highway,0,0.0,6,Phone,1,2632.980762,3.0,Compact,8572.16047,other,40191.59655
10165,25444,64,M,1.0,95,41585,0,1,Own,85039,2/4/2016,Thursday,Local,0,0.0,18,Broker,1,4502.985038000001,6.0,Medium,19721.78472,other,30184.572310000003
8969,22470,31,M,1.0,71,34340,1,0,Own,85029,5/20/2015,Wednesday,Local,0,0.0,93,Broker,1,1467.393164,5.0,Large,26650.35613,silver,16399.92051
1140,2870,32,F,0.0,78,34681,1,1,Own,15001,12/21/2016,Wednesday,Local,0,0.0,42,Phone,0,1647.855192,4.0,Large,19207.59849,silver,32539.02108
11051,27595,44,F,1.0,76,37859,1,1,Own,80023,10/6/2015,Tuesday,Local,0,0.0,36,Broker,1,3641.38154,5.0,Compact,38774.55607,red,8390.335837
3360,8489,32,F,1.0,64,34661,1,1,Own,80014,4/30/2016,Saturday,Highway,0,0.0,90,Phone,0,5455.319282,8.0,Compact,16198.700180000002,white,18889.12481
7584,19071,55,F,1.0,86,40076,0,0,Own,85003,4/20/2015,Monday,Highway,1,1.0,9,Online,1,5831.236568,1.0,Large,11872.70981,red,39391.44067
81,224,40,M,1.0,82,36875,1,1,Rent,50054,2/8/2015,Sunday,Local,0,0.0,65,Broker,1,3601.412519,7.0,Compact,28175.815130000003,white,25771.75307
9312,23363,37,M,0.0,69,36105,1,1,Own,15052,11/29/2016,Tuesday,Local,0,0.0,0,Online,0,7075.546704,4.0,Compact,38218.97913,red,4772.064167
903,2280,39,F,0.0,38,36632,1,0,Own,15012,8/16/2015,Sunday,Highway,0,0.0,6,Broker,0,5574.142783,4.0,Compact,20008.79585,silver,21363.75314
10164,25443,48,F,1.0,84,38725,1,1,Rent,20113,2/5/2016,Friday,Parking Lot,0,0.0,100,Phone,1,6726.387848,4.0,Large,19551.47675,white,39004.29204
6686,16739,47,F,1.0,74,38501,1,1,Own,85002,8/24/2015,Monday,Local,1,0.0,20,Broker,1,6069.836336,4.0,Compact,51312.90055,red,38744.19355
4718,11886,58,F,1.0,51,40589,1,1,Own,80005,1/4/2015,Sunday,Parking Lot,0,0.0,100,Broker,1,6597.881052000001,4.0,Medium,35813.55829,blue,30845.39971
4553,11476,32,F,1.0,95,34653,1,1,Rent,15025,2/13/2015,Friday,Parking Lot,1,0.0,62,Broker,1,3352.222166,3.0,Large,16947.80732,black,30872.82915
2222,5538,69,F,1.0,85,42357,1,0,Own,80021,4/19/2016,Tuesday,Local,0,0.0,98,Phone,1,3965.949308,6.0,Large,12964.26814,black,11709.03054
3184,8022,47,F,1.0,73,38490,1,0,Own,50009,1/20/2016,Wednesday,Local,0,0.0,39,Phone,1,6816.971818000001,2.0,Medium,34850.558789999995,other,16697.130680000002
11178,27873,63,M,0.0,88,41442,0,0,Own,15022,3/5/2016,Saturday,Highway,4,0.0,48,Broker,1,6666.827936,7.0,Large,21246.90187,silver,14373.52062
6200,15562,54,M,1.0,59,39891,0,0,Own,20153,9/7/2016,Wednesday,Local,0,1.0,19,Broker,0,2929.764989,1.0,Compact,54828.89289,other,21602.40636
46,124,44,F,1.0,56,37824,0,0,Own,50047,5/8/2015,Friday,Local,2,0.0,39,Online,0,3317.340633,7.0,Large,27852.45267,gray,6667.148308
5276,13274,42,M,0.0,77,37356,1,1,Own,85006,6/30/2016,Thursday,Parking Lot,0,0.0,99,Phone,0,7950.911248,5.0,Medium,19280.2927,white,22783.30994
4220,10626,42,F,1.0,90,37374,1,1,Rent,85021,10/25/2016,Tuesday,Parking Lot,0,0.0,4,Phone,0,2873.577455,3.0,Medium,8864.114276,other,27014.225560000003
1862,4642,48,M,1.0,85,38706,0,1,Rent,15033,11/1/2015,Sunday,Local,0,0.0,58,Phone,0,4498.19337,5.0,Medium,32346.736310000004,blue,27912.7933
3594,9071,30,F,1.0,73,34015,1,1,Rent,15025,8/20/2016,Saturday,Local,0,1.0,66,Broker,1,4900.895314,6.0,Large,10198.83452,red,17062.744430000002
6872,17226,54,F,1.0,75,39893,0,0,Own,85041,1/15/2015,Thursday,Local,0,0.0,5,Phone,0,6082.88163,6.0,Compact,25603.08715,black,14863.77616
3552,8975,46,M,1.0,60,38291,0,1,Own,85021,6/23/2016,Thursday,Highway,1,1.0,90,Broker,0,1899.76995,5.0,Medium,24442.66129,other,9988.08889
4384,11069,31,M,1.0,71,34345,0,0,Own,20109,8/25/2015,Tuesday,Parking Lot,0,0.0,81,Broker,0,4940.220613,7.0,Medium,21087.83848,white,12570.23568
6222,15612,45,M,1.0,94,38062,1,0,Own,20121,4/17/2016,Sunday,Local,0,0.0,56,Broker,0,4025.6154,3.0,Large,30647.70967,other,44688.07364
9370,23517,59,F,1.0,75,40783,1,0,Own,20109,2/3/2016,Wednesday,Local,3,0.0,62,Broker,0,1966.97178,4.0,Compact,31058.106030000003,silver,27021.80278
5893,14782,57,F,0.0,70,40451,1,0,Own,85031,11/2/2016,Wednesday,Highway,0,1.0,99,Broker,0,4260.537736,6.0,Medium,39348.20968,white,41764.54607
1172,2948,28,M,1.0,78,33337,1,0,Rent,20132,5/30/2016,Monday,Highway,1,0.0,90,Online,0,3030.223566,2.0,Large,43301.54881,other,26648.70875
8236,20665,41,F,1.0,91,37131,0,1,Rent,20160,10/21/2015,Wednesday,Local,0,0.0,90,Phone,1,5739.684173,10.0,Compact,10845.43323,white,22925.07146
10471,26196,36,M,1.0,77,35825,1,1,Own,20155,8/5/2015,Wednesday,Highway,0,1.0,0,Broker,0,2310.622781,8.0,Compact,21180.14501,other,16275.694480000002
